@relation dataset-NUMERIC

@attribute case_no numeric
@attribute checking_status {0<=X<200,'no checking',<0,>=200}
@attribute credit_history {'existing paid','critical/other existing credit','delayed previously','no credits/all paid','all paid'}
@attribute purpose {radio/tv,education,furniture/equipment,'new car','used car',business,'domestic appliance',repairs,other,repars,retraining}
@attribute credit_amount numeric
@attribute saving_status {<100,'no known savings',500<=X<1000,>=1000,100<=X<500}
@attribute employment {1<=X<4,4<=X<7,>=7,unemployed,<1}
@attribute personal_status {'female div/sep/mar','male single','male div/sep','male mar/wid'}
@attribute age numeric
@attribute job {skilled,'unskilled resident','high qualif/self emp/mgmt','unemp/unskilled non res'}
@attribute class {bad,good}

@data
555,0<=X<200,'existing paid',radio/tv,1331,<100,<1,'male single',22,skilled,bad
556,0<=X<200,'no credits/all paid','new car',2278,100<=X<500,<1,'female div/sep/mar',28,skilled,bad
557,'no checking','no credits/all paid','new car',5003,'no known savings',1<=X<4,'female div/sep/mar',29,skilled,bad
558,<0,'all paid',furniture/equipment,3552,<100,4<=X<7,'male single',27,skilled,bad
559,0<=X<200,'critical/other existing credit',furniture/equipment,1928,<100,<1,'male single',31,'unskilled resident',bad
560,<0,'existing paid','used car',2964,'no known savings',>=7,'male single',49,skilled,good
561,<0,'all paid',radio/tv,1546,<100,4<=X<7,'male single',24,'unskilled resident',bad
562,>=200,'delayed previously',radio/tv,683,<100,<1,'female div/sep/mar',29,skilled,good
563,0<=X<200,'existing paid','new car',12389,'no known savings',1<=X<4,'male single',37,skilled,bad
564,0<=X<200,'delayed previously',business,4712,'no known savings',1<=X<4,'male single',37,'high qualif/self emp/mgmt',good
565,0<=X<200,'delayed previously',radio/tv,1553,100<=X<500,4<=X<7,'female div/sep/mar',23,skilled,good
566,<0,'existing paid','new car',1372,<100,4<=X<7,'male div/sep',36,skilled,bad
567,'no checking','critical/other existing credit',radio/tv,2578,>=1000,>=7,'male single',34,skilled,good
568,0<=X<200,'existing paid',radio/tv,3979,'no known savings',4<=X<7,'male single',41,skilled,good
569,<0,'existing paid',radio/tv,6758,<100,1<=X<4,'female div/sep/mar',31,skilled,bad
570,<0,'existing paid',furniture/equipment,3234,<100,<1,'female div/sep/mar',23,'unskilled resident',bad
571,'no checking','critical/other existing credit',radio/tv,5954,<100,4<=X<7,'male single',38,skilled,good
572,'no checking','existing paid','used car',5433,'no known savings',unemployed,'female div/sep/mar',26,'high qualif/self emp/mgmt',good
573,<0,'existing paid',business,806,<100,1<=X<4,'female div/sep/mar',22,'unskilled resident',good
574,0<=X<200,'existing paid',radio/tv,1082,<100,>=7,'male single',27,'unskilled resident',good
575,'no checking','critical/other existing credit',furniture/equipment,2788,<100,4<=X<7,'female div/sep/mar',24,skilled,good
576,0<=X<200,'existing paid',radio/tv,2930,<100,4<=X<7,'female div/sep/mar',27,skilled,good
577,'no checking','critical/other existing credit',education,1927,'no known savings',1<=X<4,'female div/sep/mar',33,skilled,good
578,0<=X<200,'critical/other existing credit','new car',2820,<100,<1,'male div/sep',27,skilled,bad
579,'no checking','existing paid',retraining,937,<100,<1,'male mar/wid',27,'unskilled resident',good
580,0<=X<200,'critical/other existing credit','new car',1056,<100,>=7,'male single',30,skilled,bad
581,0<=X<200,'critical/other existing credit','new car',3124,<100,<1,'male single',49,'unskilled resident',good
582,'no checking','existing paid',furniture/equipment,1388,<100,1<=X<4,'female div/sep/mar',26,skilled,good
583,0<=X<200,'existing paid',repairs,2384,<100,<1,'male single',33,'unskilled resident',bad
584,'no checking','existing paid','new car',2133,'no known savings',>=7,'female div/sep/mar',52,'high qualif/self emp/mgmt',good
585,<0,'existing paid',furniture/equipment,2039,<100,1<=X<4,'female div/sep/mar',20,skilled,bad
586,<0,'critical/other existing credit','new car',2799,<100,1<=X<4,'male single',36,skilled,good
587,<0,'existing paid',furniture/equipment,1289,<100,1<=X<4,'male single',21,'unskilled resident',good
588,<0,'existing paid','domestic appliance',1217,<100,1<=X<4,'male mar/wid',47,'unskilled resident',bad
589,<0,'critical/other existing credit',furniture/equipment,2246,<100,>=7,'male single',60,skilled,bad
590,<0,'critical/other existing credit',radio/tv,385,<100,4<=X<7,'female div/sep/mar',58,'unskilled resident',good
591,0<=X<200,'delayed previously','new car',1965,'no known savings',1<=X<4,'female div/sep/mar',42,skilled,good
592,'no checking','existing paid',business,1572,>=1000,>=7,'female div/sep/mar',36,'unskilled resident',good
593,0<=X<200,'existing paid','new car',2718,<100,1<=X<4,'female div/sep/mar',20,'unskilled resident',bad
594,<0,'all paid',other,1358,'no known savings',>=7,'male single',40,'high qualif/self emp/mgmt',bad
595,0<=X<200,'all paid','new car',931,100<=X<500,<1,'female div/sep/mar',32,'unskilled resident',bad
596,<0,'existing paid','new car',1442,<100,4<=X<7,'female div/sep/mar',23,skilled,bad
597,0<=X<200,'no credits/all paid',business,4241,<100,1<=X<4,'male single',36,'unskilled resident',bad
598,'no checking','critical/other existing credit','new car',2775,<100,4<=X<7,'male single',31,skilled,bad
599,'no checking','delayed previously',business,3863,<100,1<=X<4,'male single',32,skilled,good
600,0<=X<200,'existing paid',radio/tv,2329,<100,<1,'female div/sep/mar',45,skilled,good
601,0<=X<200,'existing paid',furniture/equipment,918,<100,1<=X<4,'female div/sep/mar',30,skilled,bad
602,0<=X<200,'all paid',education,1837,<100,4<=X<7,'female div/sep/mar',34,'unskilled resident',bad
603,'no checking','existing paid',furniture/equipment,3349,<100,1<=X<4,'female div/sep/mar',28,'high qualif/self emp/mgmt',bad
604,>=200,'existing paid',furniture/equipment,1275,<100,<1,'female div/sep/mar',23,skilled,good
605,<0,'all paid',furniture/equipment,2828,500<=X<1000,1<=X<4,'male single',22,skilled,good
606,'no checking','critical/other existing credit',business,4526,<100,1<=X<4,'male single',74,'high qualif/self emp/mgmt',good
607,0<=X<200,'existing paid',radio/tv,2671,100<=X<500,1<=X<4,'female div/sep/mar',50,skilled,bad
608,'no checking','existing paid',radio/tv,2051,<100,<1,'male single',33,skilled,good
609,'no checking','existing paid','used car',1300,'no known savings',>=7,'male single',45,skilled,good
610,<0,'existing paid','domestic appliance',741,100<=X<500,unemployed,'female div/sep/mar',22,skilled,bad
611,>=200,'existing paid','new car',1240,100<=X<500,>=7,'female div/sep/mar',48,'unskilled resident',bad
612,<0,'existing paid',radio/tv,3357,>=1000,<1,'female div/sep/mar',29,skilled,good
613,<0,'all paid','used car',3632,<100,1<=X<4,'female div/sep/mar',22,skilled,good
614,'no checking','delayed previously',furniture/equipment,1808,<100,4<=X<7,'female div/sep/mar',22,skilled,bad
615,0<=X<200,'no credits/all paid',business,12204,'no known savings',1<=X<4,'male single',48,'high qualif/self emp/mgmt',good
616,0<=X<200,'delayed previously',radio/tv,9157,'no known savings',1<=X<4,'male single',27,'high qualif/self emp/mgmt',good
617,<0,'critical/other existing credit','new car',3676,<100,1<=X<4,'male single',37,skilled,good
618,0<=X<200,'existing paid',furniture/equipment,3441,100<=X<500,1<=X<4,'female div/sep/mar',21,skilled,bad
619,'no checking','existing paid','new car',640,<100,1<=X<4,'male div/sep',49,'unskilled resident',good
620,0<=X<200,'critical/other existing credit',business,3652,<100,4<=X<7,'male single',27,skilled,good
621,'no checking','critical/other existing credit','new car',1530,<100,1<=X<4,'male single',32,skilled,bad
622,'no checking','existing paid',business,3914,'no known savings',1<=X<4,'male div/sep',38,skilled,bad
623,<0,'existing paid',furniture/equipment,1858,<100,<1,'female div/sep/mar',22,skilled,good
624,<0,'existing paid',radio/tv,2600,<100,1<=X<4,'male single',65,skilled,bad
625,'no checking','existing paid',radio/tv,1979,'no known savings',>=7,'male single',35,skilled,good
626,>=200,'existing paid',furniture/equipment,2116,<100,1<=X<4,'male single',41,skilled,good
627,0<=X<200,'all paid','new car',1437,100<=X<500,4<=X<7,'male single',29,skilled,bad
628,'no checking','critical/other existing credit',furniture/equipment,4042,500<=X<1000,1<=X<4,'male single',36,skilled,good
629,'no checking','existing paid',education,3832,'no known savings',>=7,'male single',64,'unskilled resident',good
630,<0,'existing paid',radio/tv,3660,<100,1<=X<4,'female div/sep/mar',28,skilled,good
631,<0,'all paid',furniture/equipment,1553,<100,1<=X<4,'male single',44,skilled,bad
632,0<=X<200,'existing paid',radio/tv,1444,'no known savings',<1,'male single',23,skilled,good
633,'no checking','existing paid',furniture/equipment,1980,<100,<1,'female div/sep/mar',19,skilled,bad
634,0<=X<200,'existing paid','new car',1355,<100,<1,'female div/sep/mar',25,'unskilled resident',bad
635,'no checking','existing paid',education,1393,<100,>=7,'male single',47,skilled,good
636,'no checking','existing paid',radio/tv,1376,500<=X<1000,4<=X<7,'female div/sep/mar',28,skilled,good
637,'no checking','delayed previously',radio/tv,15653,<100,4<=X<7,'male single',21,skilled,good
638,'no checking','existing paid',radio/tv,1493,<100,<1,'female div/sep/mar',34,skilled,good
639,<0,'delayed previously',radio/tv,4370,<100,4<=X<7,'male single',26,skilled,bad
640,<0,'existing paid',education,750,<100,unemployed,'female div/sep/mar',27,'unemp/unskilled non res',bad
641,0<=X<200,'existing paid',repairs,1308,<100,>=7,'male single',38,'unskilled resident',good
642,'no checking','existing paid',education,4623,100<=X<500,1<=X<4,'male single',40,'high qualif/self emp/mgmt',bad
643,'no checking','critical/other existing credit',radio/tv,1851,<100,4<=X<7,'male mar/wid',33,skilled,good
644,<0,'critical/other existing credit',radio/tv,1880,<100,4<=X<7,'male mar/wid',32,'high qualif/self emp/mgmt',good
645,'no checking','delayed previously',business,7980,'no known savings',<1,'male single',27,skilled,bad
646,<0,'no credits/all paid',furniture/equipment,4583,<100,1<=X<4,'male div/sep',32,skilled,good
647,'no checking','existing paid','new car',1386,500<=X<1000,1<=X<4,'female div/sep/mar',26,skilled,bad
648,>=200,'existing paid','new car',947,<100,4<=X<7,'male single',38,skilled,bad
649,<0,'existing paid',education,684,<100,1<=X<4,'male single',40,'unskilled resident',bad
650,<0,'existing paid',education,7476,<100,4<=X<7,'male single',50,'high qualif/self emp/mgmt',good
651,0<=X<200,'existing paid',furniture/equipment,1922,<100,1<=X<4,'male single',37,'unskilled resident',bad
652,<0,'existing paid','new car',2303,<100,>=7,'male single',45,skilled,bad
653,0<=X<200,'delayed previously','new car',8086,100<=X<500,>=7,'male single',42,'high qualif/self emp/mgmt',bad
654,'no checking','critical/other existing credit','used car',2346,<100,4<=X<7,'male single',35,skilled,good
655,<0,'existing paid','new car',3973,<100,unemployed,'male single',22,skilled,good
656,0<=X<200,'existing paid','new car',888,<100,>=7,'male single',41,'unskilled resident',bad
657,'no checking','existing paid',radio/tv,10222,'no known savings',4<=X<7,'male single',37,skilled,good
658,0<=X<200,'no credits/all paid',business,4221,<100,1<=X<4,'female div/sep/mar',28,skilled,good
659,0<=X<200,'critical/other existing credit',furniture/equipment,6361,<100,>=7,'male single',41,skilled,good
660,>=200,'existing paid',radio/tv,1297,<100,1<=X<4,'male mar/wid',23,skilled,good
661,<0,'existing paid','new car',900,'no known savings',1<=X<4,'male mar/wid',23,skilled,bad
662,'no checking','existing paid',furniture/equipment,2241,<100,>=7,'male single',50,skilled,good
663,0<=X<200,'delayed previously',furniture/equipment,1050,<100,unemployed,'male single',35,'high qualif/self emp/mgmt',good
664,>=200,'critical/other existing credit',education,1047,<100,1<=X<4,'female div/sep/mar',50,'unskilled resident',good
665,'no checking','critical/other existing credit',other,6314,<100,unemployed,'male single',27,'high qualif/self emp/mgmt',good
666,0<=X<200,'all paid',furniture/equipment,3496,>=1000,1<=X<4,'male single',34,skilled,good
667,'no checking','all paid',business,3609,<100,1<=X<4,'female div/sep/mar',27,skilled,good
668,<0,'critical/other existing credit','new car',4843,<100,>=7,'male single',43,skilled,bad
669,>=200,'critical/other existing credit',radio/tv,3017,<100,>=7,'male single',47,skilled,good
670,'no checking','critical/other existing credit',business,4139,100<=X<500,1<=X<4,'male single',27,'unskilled resident',good
671,'no checking','existing paid',business,5742,100<=X<500,4<=X<7,'male single',31,skilled,good
672,'no checking','existing paid','new car',10366,<100,>=7,'male single',42,'high qualif/self emp/mgmt',good
673,'no checking','critical/other existing credit','new car',2080,500<=X<1000,1<=X<4,'male mar/wid',24,skilled,good
674,'no checking','delayed previously',business,2580,500<=X<1000,<1,'male single',41,'unskilled resident',bad
675,'no checking','critical/other existing credit',radio/tv,4530,<100,4<=X<7,'female div/sep/mar',26,'high qualif/self emp/mgmt',good
676,'no checking','critical/other existing credit',furniture/equipment,5150,<100,>=7,'male single',33,skilled,good
677,0<=X<200,'existing paid',radio/tv,5595,100<=X<500,1<=X<4,'male mar/wid',24,skilled,bad
678,<0,'existing paid',radio/tv,2384,<100,>=7,'male single',64,'unskilled resident',good
679,'no checking','existing paid',radio/tv,1453,<100,<1,'female div/sep/mar',26,skilled,good
680,'no checking','existing paid',education,1538,<100,<1,'female div/sep/mar',56,skilled,good
681,'no checking','existing paid',radio/tv,2279,'no known savings',1<=X<4,'male single',37,skilled,good
682,'no checking','delayed previously',radio/tv,1478,<100,1<=X<4,'male mar/wid',33,skilled,good
683,'no checking','critical/other existing credit',radio/tv,5103,<100,<1,'male mar/wid',47,skilled,good
684,0<=X<200,'delayed previously',business,9857,100<=X<500,4<=X<7,'male single',31,'unskilled resident',good
685,'no checking','existing paid','new car',6527,'no known savings',1<=X<4,'male single',34,skilled,good
686,>=200,'critical/other existing credit',radio/tv,1347,'no known savings',4<=X<7,'male single',27,skilled,good
687,0<=X<200,'delayed previously','new car',2862,100<=X<500,>=7,'male single',30,skilled,good
688,'no checking','existing paid',radio/tv,2753,100<=X<500,>=7,'male single',35,skilled,good
689,<0,'existing paid','new car',3651,>=1000,1<=X<4,'male single',31,skilled,good
690,<0,'critical/other existing credit',furniture/equipment,975,<100,1<=X<4,'male div/sep',25,skilled,good
691,0<=X<200,'existing paid',repairs,2631,100<=X<500,1<=X<4,'female div/sep/mar',25,'unskilled resident',good
692,0<=X<200,'existing paid',radio/tv,2896,100<=X<500,<1,'male single',29,skilled,good
693,<0,'critical/other existing credit','new car',4716,'no known savings',<1,'male single',44,'unskilled resident',good
694,'no checking','existing paid',radio/tv,2284,<100,4<=X<7,'male single',28,skilled,good
695,'no checking','existing paid','used car',1236,500<=X<1000,1<=X<4,'male single',50,skilled,good
696,0<=X<200,'existing paid',radio/tv,1103,<100,4<=X<7,'male single',29,skilled,good
697,'no checking','critical/other existing credit','new car',926,<100,unemployed,'female div/sep/mar',38,'unemp/unskilled non res',good
698,'no checking','critical/other existing credit',radio/tv,1800,<100,1<=X<4,'male single',24,skilled,good
699,>=200,'existing paid',education,1905,<100,>=7,'male single',40,'high qualif/self emp/mgmt',good
700,'no checking','existing paid',furniture/equipment,1123,500<=X<1000,1<=X<4,'female div/sep/mar',29,'unskilled resident',bad
701,<0,'critical/other existing credit','used car',6331,<100,>=7,'male single',46,skilled,bad
702,>=200,'existing paid',radio/tv,1377,100<=X<500,>=7,'female div/sep/mar',47,skilled,good
703,0<=X<200,'delayed previously',business,2503,100<=X<500,>=7,'male single',41,skilled,good
704,0<=X<200,'existing paid',business,2528,<100,<1,'female div/sep/mar',32,skilled,good
705,'no checking','existing paid','new car',5324,500<=X<1000,>=7,'female div/sep/mar',35,skilled,good
706,0<=X<200,'existing paid','new car',6560,100<=X<500,4<=X<7,'male single',24,skilled,bad
707,0<=X<200,'no credits/all paid',furniture/equipment,2969,<100,<1,'female div/sep/mar',25,skilled,bad
708,0<=X<200,'existing paid',radio/tv,1206,<100,>=7,'female div/sep/mar',25,skilled,good
709,0<=X<200,'existing paid',radio/tv,2118,<100,1<=X<4,'male single',37,'unskilled resident',good
710,'no checking','critical/other existing credit',radio/tv,629,500<=X<1000,>=7,'male single',32,'high qualif/self emp/mgmt',good
711,<0,'all paid',education,1198,<100,>=7,'female div/sep/mar',35,skilled,bad
712,'no checking','existing paid','used car',2476,'no known savings',>=7,'male single',46,'high qualif/self emp/mgmt',good
713,<0,'critical/other existing credit',radio/tv,1138,<100,1<=X<4,'male single',25,'unskilled resident',good
714,0<=X<200,'existing paid','new car',14027,<100,4<=X<7,'male single',27,'high qualif/self emp/mgmt',bad
715,'no checking','critical/other existing credit','used car',7596,'no known savings',>=7,'male single',63,skilled,good
716,'no checking','critical/other existing credit',radio/tv,3077,'no known savings',>=7,'male single',40,skilled,good
717,'no checking','existing paid',radio/tv,1505,<100,1<=X<4,'male single',32,'high qualif/self emp/mgmt',good
718,>=200,'critical/other existing credit',radio/tv,3148,'no known savings',1<=X<4,'male single',31,skilled,good
719,0<=X<200,'no credits/all paid','used car',6148,100<=X<500,>=7,'male mar/wid',31,skilled,good
720,>=200,'no credits/all paid',radio/tv,1337,<100,<1,'male single',34,'high qualif/self emp/mgmt',bad
721,0<=X<200,'all paid',education,433,>=1000,<1,'female div/sep/mar',24,skilled,bad
722,<0,'existing paid','new car',1228,<100,1<=X<4,'female div/sep/mar',24,'unskilled resident',bad
723,0<=X<200,'existing paid',radio/tv,790,500<=X<1000,1<=X<4,'female div/sep/mar',66,'unskilled resident',good
724,'no checking','existing paid','new car',2570,<100,1<=X<4,'female div/sep/mar',21,skilled,bad
725,'no checking','critical/other existing credit','new car',250,>=1000,1<=X<4,'female div/sep/mar',41,'unskilled resident',good
726,'no checking','critical/other existing credit',radio/tv,1316,500<=X<1000,1<=X<4,'male mar/wid',47,'unskilled resident',good
727,<0,'existing paid',radio/tv,1882,<100,1<=X<4,'female div/sep/mar',25,skilled,bad
728,0<=X<200,'all paid',business,6416,<100,>=7,'female div/sep/mar',59,skilled,bad
729,>=200,'critical/other existing credit',business,1275,>=1000,1<=X<4,'male div/sep',36,skilled,good
730,0<=X<200,'delayed previously',radio/tv,6403,<100,<1,'male single',33,skilled,good
731,<0,'existing paid',radio/tv,1987,<100,1<=X<4,'male single',21,'unskilled resident',bad
732,0<=X<200,'existing paid',radio/tv,760,<100,4<=X<7,'female div/sep/mar',44,'unskilled resident',good
733,'no checking','existing paid','used car',2603,>=1000,1<=X<4,'female div/sep/mar',28,skilled,good
734,'no checking','critical/other existing credit','new car',3380,<100,4<=X<7,'female div/sep/mar',37,skilled,good
735,0<=X<200,'all paid','domestic appliance',3990,'no known savings',<1,'female div/sep/mar',29,'unemp/unskilled non res',good
736,0<=X<200,'existing paid','used car',11560,<100,1<=X<4,'female div/sep/mar',23,'high qualif/self emp/mgmt',bad
737,<0,'existing paid','new car',4380,100<=X<500,1<=X<4,'male single',35,'unskilled resident',good
738,'no checking','critical/other existing credit','new car',6761,<100,4<=X<7,'male single',45,'high qualif/self emp/mgmt',good
739,0<=X<200,'no credits/all paid',business,4280,100<=X<500,1<=X<4,'female div/sep/mar',26,'unskilled resident',bad
740,<0,'all paid','new car',2325,100<=X<500,4<=X<7,'male single',32,skilled,good
741,0<=X<200,'all paid',radio/tv,1048,<100,1<=X<4,'male single',23,'unskilled resident',good
742,'no checking','existing paid',radio/tv,3160,'no known savings',>=7,'male single',41,skilled,good
743,<0,'all paid',furniture/equipment,2483,500<=X<1000,1<=X<4,'male single',22,skilled,good
744,<0,'critical/other existing credit',furniture/equipment,14179,'no known savings',4<=X<7,'male single',30,'high qualif/self emp/mgmt',good
745,<0,'critical/other existing credit',business,1797,<100,<1,'male single',28,'unskilled resident',good
746,<0,'existing paid','new car',2511,<100,unemployed,'female div/sep/mar',23,skilled,good
747,<0,'existing paid','new car',1274,<100,<1,'female div/sep/mar',37,'unskilled resident',bad
748,'no checking','existing paid','used car',5248,'no known savings',1<=X<4,'male single',26,skilled,good
749,'no checking','existing paid','used car',3029,<100,4<=X<7,'male single',33,skilled,good
750,<0,'existing paid',furniture/equipment,428,<100,>=7,'female div/sep/mar',49,skilled,good
751,<0,'existing paid','new car',976,<100,<1,'female div/sep/mar',23,'unskilled resident',bad
752,0<=X<200,'existing paid',business,841,100<=X<500,4<=X<7,'female div/sep/mar',23,'unskilled resident',good
753,'no checking','critical/other existing credit',radio/tv,5771,<100,4<=X<7,'female div/sep/mar',25,skilled,good
754,'no checking','delayed previously',repairs,1555,>=1000,>=7,'male single',55,skilled,bad
755,<0,'existing paid','new car',1285,'no known savings',4<=X<7,'female div/sep/mar',32,skilled,bad
756,>=200,'critical/other existing credit','new car',1299,<100,1<=X<4,'male single',74,'unemp/unskilled non res',good
757,>=200,'critical/other existing credit',radio/tv,1271,'no known savings',1<=X<4,'male single',39,skilled,bad
758,'no checking','existing paid','new car',1393,<100,1<=X<4,'male single',31,skilled,good
759,<0,'critical/other existing credit','new car',691,<100,>=7,'male single',35,skilled,bad
760,'no checking','critical/other existing credit','new car',5045,'no known savings',>=7,'female div/sep/mar',59,skilled,good
761,<0,'critical/other existing credit',furniture/equipment,2124,<100,1<=X<4,'female div/sep/mar',24,skilled,bad
762,<0,'existing paid',radio/tv,2214,<100,1<=X<4,'male single',24,'unskilled resident',good
763,'no checking','critical/other existing credit','new car',12680,'no known savings',>=7,'male single',30,'high qualif/self emp/mgmt',bad
764,'no checking','critical/other existing credit','new car',2463,100<=X<500,4<=X<7,'male mar/wid',27,skilled,good
765,0<=X<200,'existing paid',radio/tv,1155,<100,>=7,'male mar/wid',40,'unskilled resident',good
766,<0,'existing paid',furniture/equipment,3108,<100,<1,'male div/sep',31,'unskilled resident',bad
767,'no checking','existing paid','used car',2901,'no known savings',<1,'female div/sep/mar',31,skilled,good
768,0<=X<200,'critical/other existing credit',furniture/equipment,3617,<100,>=7,'male single',28,skilled,good
769,'no checking','critical/other existing credit',radio/tv,1655,<100,>=7,'male single',63,'unskilled resident',good
770,<0,'existing paid','used car',2812,'no known savings',>=7,'female div/sep/mar',26,skilled,good
771,<0,'critical/other existing credit',education,8065,<100,1<=X<4,'female div/sep/mar',25,'high qualif/self emp/mgmt',bad
772,'no checking','critical/other existing credit','used car',3275,<100,>=7,'male single',36,'high qualif/self emp/mgmt',good
773,'no checking','critical/other existing credit',radio/tv,2223,100<=X<500,>=7,'male single',52,skilled,good
774,>=200,'critical/other existing credit','new car',1480,500<=X<1000,unemployed,'male single',66,'unemp/unskilled non res',good
775,<0,'existing paid','new car',1371,'no known savings',1<=X<4,'female div/sep/mar',25,skilled,bad
776,'no checking','critical/other existing credit','new car',3535,<100,4<=X<7,'male single',37,skilled,good
777,<0,'existing paid',radio/tv,3509,<100,4<=X<7,'female div/sep/mar',25,skilled,good
778,'no checking','critical/other existing credit','used car',5711,>=1000,>=7,'male single',38,'high qualif/self emp/mgmt',good
779,0<=X<200,'existing paid',repairs,3872,<100,unemployed,'female div/sep/mar',67,skilled,good
780,0<=X<200,'critical/other existing credit',radio/tv,4933,<100,4<=X<7,'male single',25,skilled,bad
781,'no checking','critical/other existing credit','new car',1940,>=1000,>=7,'male single',60,skilled,good
782,0<=X<200,'no credits/all paid',retraining,1410,<100,1<=X<4,'male single',31,'unskilled resident',good
783,0<=X<200,'existing paid','new car',836,100<=X<500,<1,'female div/sep/mar',23,'unskilled resident',bad
784,0<=X<200,'existing paid','used car',6468,'no known savings',unemployed,'male div/sep',60,'high qualif/self emp/mgmt',good
785,0<=X<200,'existing paid',business,1941,>=1000,1<=X<4,'male single',35,'unskilled resident',good
786,'no checking','existing paid',radio/tv,2675,500<=X<1000,>=7,'male single',40,skilled,good
787,'no checking','critical/other existing credit','used car',2751,'no known savings',>=7,'male single',38,skilled,good
788,0<=X<200,'delayed previously',education,6224,<100,>=7,'male single',50,skilled,bad
789,<0,'critical/other existing credit',education,5998,<100,1<=X<4,'male single',27,skilled,bad
790,0<=X<200,'existing paid',business,1188,<100,>=7,'female div/sep/mar',39,skilled,bad
791,'no checking','existing paid','used car',6313,'no known savings',>=7,'male single',41,'high qualif/self emp/mgmt',good
792,'no checking','critical/other existing credit',furniture/equipment,1221,'no known savings',1<=X<4,'male mar/wid',27,skilled,good
793,>=200,'existing paid',furniture/equipment,2892,<100,>=7,'male div/sep',51,skilled,good
794,'no checking','existing paid',furniture/equipment,3062,500<=X<1000,>=7,'male single',32,skilled,good
795,'no checking','existing paid',furniture/equipment,2301,100<=X<500,<1,'female div/sep/mar',22,skilled,good
796,<0,'existing paid','used car',7511,'no known savings',>=7,'male single',51,skilled,bad
797,'no checking','critical/other existing credit',furniture/equipment,1258,<100,<1,'female div/sep/mar',22,'unskilled resident',good
798,'no checking','delayed previously','new car',717,'no known savings',>=7,'male mar/wid',54,skilled,good
799,0<=X<200,'existing paid','new car',1549,'no known savings',<1,'male single',35,'unemp/unskilled non res',good
800,'no checking','critical/other existing credit',education,1597,<100,>=7,'male single',54,skilled,good
801,0<=X<200,'critical/other existing credit',radio/tv,1795,<100,>=7,'female div/sep/mar',48,'unskilled resident',good
802,<0,'critical/other existing credit',furniture/equipment,4272,<100,>=7,'female div/sep/mar',24,skilled,good
803,'no checking','critical/other existing credit',radio/tv,976,'no known savings',>=7,'male single',35,skilled,good
804,0<=X<200,'existing paid','new car',7472,'no known savings',unemployed,'female div/sep/mar',24,'unemp/unskilled non res',good
805,<0,'existing paid','new car',9271,<100,4<=X<7,'male single',24,skilled,bad
806,0<=X<200,'existing paid',radio/tv,590,<100,<1,'male mar/wid',26,'unskilled resident',good
807,'no checking','critical/other existing credit',radio/tv,930,'no known savings',>=7,'male single',65,skilled,good
808,0<=X<200,'all paid','used car',9283,<100,unemployed,'male single',55,'high qualif/self emp/mgmt',good
809,0<=X<200,'no credits/all paid','new car',1778,<100,<1,'female div/sep/mar',26,'unemp/unskilled non res',bad
810,0<=X<200,'existing paid',business,907,<100,<1,'male mar/wid',26,skilled,good
811,0<=X<200,'existing paid',radio/tv,484,<100,4<=X<7,'male mar/wid',28,'unskilled resident',good
812,<0,'critical/other existing credit','used car',9629,<100,4<=X<7,'male single',24,skilled,bad
813,<0,'existing paid','domestic appliance',3051,<100,1<=X<4,'male single',54,skilled,bad
814,<0,'existing paid','new car',3931,<100,4<=X<7,'male single',46,skilled,bad
815,0<=X<200,'delayed previously','new car',7432,<100,1<=X<4,'female div/sep/mar',54,skilled,good
816,'no checking','existing paid','domestic appliance',1338,500<=X<1000,1<=X<4,'male div/sep',62,skilled,good
817,'no checking','critical/other existing credit',radio/tv,1554,<100,4<=X<7,'female div/sep/mar',24,skilled,good
818,<0,'existing paid',other,15857,<100,unemployed,'male div/sep',43,'high qualif/self emp/mgmt',good
819,<0,'existing paid',radio/tv,1345,<100,1<=X<4,'male mar/wid',26,skilled,bad
820,'no checking','existing paid','new car',1101,<100,1<=X<4,'male mar/wid',27,skilled,good
821,>=200,'existing paid',radio/tv,3016,<100,1<=X<4,'male mar/wid',24,skilled,good
822,<0,'existing paid',furniture/equipment,2712,<100,>=7,'male single',41,skilled,bad
823,<0,'critical/other existing credit','new car',731,<100,>=7,'male single',47,'unskilled resident',good
824,'no checking','critical/other existing credit',furniture/equipment,3780,<100,<1,'male div/sep',35,'high qualif/self emp/mgmt',good
825,<0,'critical/other existing credit','new car',1602,<100,>=7,'male mar/wid',30,skilled,good
826,<0,'critical/other existing credit','new car',3966,<100,>=7,'female div/sep/mar',33,skilled,bad
827,'no checking','no credits/all paid',business,4165,<100,1<=X<4,'male single',36,skilled,bad
828,<0,'existing paid','used car',8335,'no known savings',>=7,'male single',47,skilled,bad
829,0<=X<200,'delayed previously',business,6681,'no known savings',1<=X<4,'male single',38,skilled,good
830,'no checking','delayed previously',business,2375,500<=X<1000,1<=X<4,'male single',44,skilled,good
831,<0,'existing paid','new car',1216,<100,<1,'female div/sep/mar',23,skilled,bad
832,<0,'no credits/all paid',business,11816,<100,>=7,'male single',29,skilled,bad
833,0<=X<200,'existing paid',radio/tv,5084,'no known savings',>=7,'female div/sep/mar',42,skilled,good
834,>=200,'existing paid',radio/tv,2327,<100,<1,'female div/sep/mar',25,'unskilled resident',bad
835,<0,'no credits/all paid','new car',1082,<100,1<=X<4,'male single',48,skilled,bad
